,Area,Lateral Length,Fluid System,TVD,Development Strategy,DELAYED,BOUND_CODE,CODEV_POSITION,CODEV_FORMATION_POSITION,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure,Avg Pump Difference
0,0.0,0.5031446540880503,0.0,0.9219219219219221,0.0,1.0,0.9989999100810162,0.0,0.0,0.2,0.2942779291553133,0.298846431146359,0.33145434047350625,0.01881821603312006,0.25399286711118,0.25416892887613435,0.2222222222222222,0.3955674949630624,0.21732114039806344,0.7578834847675039,0.2800495662949194,0.25538606699166533,0.2553191489361702,0.6906305244549205,0.11551254913819171,0.7171336206896551,0.0,0.4525516659637284,0.5911371237458194,0.0024405125076266015,0.5105105105105106,0.4591836734693877,0.0,0.7597268766184953,0.019527235354573486,0.842860431684272,0.07678361426891414,0.7991555884889766,0.2557251908396946,0.09049634474797998
1,0.0,0.5031446540880503,0.0,0.9219219219219221,0.0,1.0,0.9989999100810162,0.0,0.0,0.2,0.22044894251978717,0.298846431146359,0.26017787799073033,0.01881821603312006,0.25399286711118,0.25416892887613435,0.2222222222222222,0.3955674949630624,0.21732114039806344,0.7578834847675039,0.2800495662949194,0.25538606699166533,0.2553191489361702,0.6906305244549205,0.11551254913819171,0.7171336206896551,0.0,0.4525516659637284,0.5911371237458194,0.0024405125076266015,0.5105105105105106,0.4591836734693877,0.0,0.7775979048718464,0.053442959917780065,0.8411934870348128,0.07394159153273225,0.8840384126529953,0.4942748091603053,0.03262793382070027
2,0.03333333333333333,0.5471698113207547,0.0,0.33783783783783816,0.5,0.0,0.009000989288839849,1.0,0.0,0.6000000000000001,0.9711950175165432,0.6178803172314347,0.9845922585494175,0.6917576213774934,0.5710962939990697,0.5713953307996588,0.0,0.6783075889858966,0.8370091447014523,0.31801175841795826,0.37865108868826336,0.3550086491586727,0.1276595744680851,0.8839127872716558,0.0069549440580586736,0.8938577586206896,0.8571428571428571,0.3154787009700548,0.3076923076923077,0.4161073825503356,0.5780780780780781,0.4591836734693877,0.4347826086956522,0.3434627587909582,0.019527235354573486,0.5410363571721775,0.03910231281850255,0.3530198796786569,0.36372310895211657,0.16460176991150438
3,0.06666666666666667,0.0,0.0,0.5855855855855858,0.3333333333333333,1.0,0.9000891179037698,0.0,0.0,0.4,0.6021798365122615,0.14023071377072818,0.6253288237504697,0.13398569815581482,0.7132888819972089,0.7135655006592725,0.2222222222222222,0.2330423102753526,0.5099515868746638,0.08337787279529663,0.6758718357231368,0.6068564239660325,0.19148936170212766,0.15262227460223926,0.11641971575446025,0.22467672413793105,0.2857142857142857,0.07127794179671024,0.15091973244147155,0.16900549115314215,0.5255255255255256,0.4693877551020408,0.043478260869565216,0.27012387991275855,0.32990750256937307,0.7999327177656159,0.03501894681824121,0.7323375992336331,0.38708651399491084,0.25101962293189684
4,0.1,0.6289308176100629,0.0,0.9039039039039038,0.0,1.0,0.9999000000090009,0.0,0.0,0.0,0.9645776566757494,0.38968997837058394,0.9785794813979706,0.0003763643206624012,0.4360365948209024,0.43628325447917476,0.0,0.6595030221625252,0.544378698224852,0.7274184927846071,0.5657638520092051,0.6173926718037428,0.2765957446808511,0.8703594578668238,0.49531297248261263,0.8814655172413793,0.0,0.7001265288907634,0.4331103678929766,0.860280658938377,0.8333333333333335,0.75,0.13043478260869565,0.6051093734930966,0.006166495375128469,0.6488169486799606,0.06223049784398275,0.539955082591864,0.2951075641915336,0.06425548287803001
5,0.1,0.6477987421383647,0.0,0.2327327327327331,0.5,1.0,0.9090909172735447,0.0,0.0,0.4,0.22732580770727906,0.17339581831290554,0.2664411875234874,0.0015054572826496049,0.508916111024965,0.5091134724268983,0.2222222222222222,0.05910006715916716,0.2339967724583109,0.38856226616782463,0.5847052575677111,0.5621953137285737,0.2553191489361702,0.1868002357100766,0.006350166313879649,0.25646551724137934,0.2857142857142857,0.11682834247153098,0.21906354515050167,0.10799267846247712,0.5,0.44897959183673464,0.08695652173913043,0.5839642879052667,0.019527235354573486,0.5639473397032488,0.09403175225401803,0.6455835993803584,0.2546842470506592,0.10180838784147749
6,0.03333333333333333,0.5471698113207547,0.0,0.9654654654654657,0.0,1.0,0.9999900090017992,0.0,0.0,0.2,0.28454651615414556,0.3330930064888248,0.23788049605411496,0.05607828377869778,0.5473716855326407,0.5476615217559916,0.1111111111111111,0.4311618535930154,0.3555675094136633,0.6520577231427044,0.40697468578509466,0.5150180846044976,0.6808510638297872,0.33942251031231585,0.15956052817256325,0.3954741379310345,0.14285714285714285,0.3973007169970476,0.536371237458194,0.017693715680292862,0.503003003003003,0.4540816326530612,0.043478260869565216,0.21710021480598973,0.12332990750256939,0.497259646911,0.05777146217169737,0.5053430304637831,0.45983691880638444,0.6095421315890726
7,0.1,0.6666666666666666,0.0,0.900900900900901,0.0,1.0,0.9999900090017992,0.0,0.0,0.1,0.2822109770338653,0.3929343907714491,0.319804584742578,0.0075272864132480246,0.026050550472941542,0.026138214535019,0.1111111111111111,0.5768972464741436,0.4636901559978483,0.6932121859967931,0.46769339706142676,0.5623525711589873,0.36170212765957444,0.7666470241602829,0.30742868662433226,0.7866379310344828,0.0,0.5014761703922396,0.6396321070234113,0.021964612568639415,0.5105105105105106,0.4591836734693877,0.0,0.5775547044778104,0.21788283658787258,0.6082826120502485,0.07031556252450019,0.6078814076304351,0.4515093684941013,0.12373989996152365
8,0.13333333333333333,0.48427672955974843,0.0,0.29729729729729737,0.3333333333333333,0.0,0.9000801170044899,1.0,1.0,0.2,0.9579602958349553,0.8172314347512616,0.9721909056745585,0.9077907414377118,0.11826122913113145,0.11838465317097134,0.0,0.8032236400268636,0.9515868746637977,0.1961517904863709,0.08390865639936271,0.08814278974681554,0.0851063829787234,0.16440777843252796,0.34532809192621716,0.23599137931034486,0.2857142857142857,0.4803880219316744,0.6187290969899666,0.012812690665039659,0.6171171171171171,0.6224489795918366,0.26086956521739135,0.4727994067027499,0.006166495375128469,0.534885855336672,0.02655821246569972,0.3852242498655378,0.09507286606523246,0.20369372835706037
9,0.13333333333333333,0.48427672955974843,0.0,0.29729729729729737,0.3333333333333333,0.0,0.9000801170044899,1.0,1.0,0.2,0.9579602958349553,0.8172314347512616,0.9721909056745585,0.9077907414377118,0.11826122913113145,0.11838465317097134,0.0,0.8032236400268636,0.9515868746637977,0.1961517904863709,0.08390865639936271,0.08814278974681554,0.0851063829787234,0.16440777843252796,0.34532809192621716,0.23599137931034486,0.2857142857142857,0.4803880219316744,0.6187290969899666,0.012812690665039659,0.6171171171171171,0.6224489795918366,0.26086956521739135,0.3798687441527102,0.01130524152106886,0.3992099243289955,0.02969423755390043,0.15849382662945516,0.12638792505204718,0.530511735282801
