Well_ID,"Est Pump Difference, GPM","R1, GPM","R2, GPM","R3, GPM","R4, GPM","R5, GPM","R6, GPM","R7, GPM","R8, GPM","R9, GPM","R10, GPM","R11, GPM","R12, GPM","R13, GPM","R14, GPM","R15, GPM","R16, GPM","R17, GPM","R18, GPM","R19, GPM","R20, GPM","R21, GPM","R22, GPM","R23, GPM","R24, GPM","R25, GPM","R26, GPM","R27, GPM","R28, GPM","R29, GPM","R30, GPM","R31, GPM","R32, GPM","R33, GPM","R34, GPM","R35, GPM","R36, GPM","R37, GPM","R38, GPM","R39, GPM","R40, GPM","R41, GPM","R42, GPM","R43, GPM","R44, GPM","R45, GPM","R46, GPM","R47, GPM","R48, GPM","R49, GPM","R50, GPM","R51, GPM","R52, GPM","R53, GPM","R54, GPM","R55, GPM","R56, GPM","R57, GPM","R58, GPM","R59, GPM","R60, GPM","R61, GPM","R62, GPM","R63, GPM","R64, GPM","R65, GPM","R66, GPM","R67, GPM","R68, GPM","R69, GPM","R70, GPM","R71, GPM","R72, GPM","R73, GPM","R74, GPM","R75, GPM","R76, GPM","R77, GPM","R78, GPM","R79, GPM","R80, GPM","R81, GPM","R82, GPM","R83, GPM","R84, GPM","R85, GPM","R86, GPM","R87, GPM","R88, GPM","R89, GPM","R90, GPM","R91, GPM","R92, GPM","R93, GPM","R94, GPM","R95, GPM","R96, GPM","R97, GPM","R98, GPM","R99, GPM","R100, GPM"
4,41.117903093725964,0.11057598061802815,0.18538378358393134,0.3287491740113986,0.17240270649091355,0.5284403257062023,0.14542411917736703,0.3287491740113986,0.27288522544944327,0.1769047623828154,0.1769047623828154,0.3585267239676808,0.18538378358393134,0.5369086056723504,0.3585267239676808,0.5369086056723504,0.10344511382419169,0.12477603744762622,0.3287491740113986,0.17240270649091355,0.10344511382419169,0.17240270649091355,0.1769047623828154,0.17240270649091355,0.12477603744762622,0.18538378358393134,0.27288522544944327,0.5284403257062023,0.11057598061802815,0.5284403257062023,0.10344511382419169,0.5284403257062023,0.5369086056723504,0.12477603744762622,0.27288522544944327,0.5369086056723504,0.5284403257062023,0.1769047623828154,0.11057598061802815,0.11057598061802815,0.14542411917736703,0.5369086056723504,0.18538378358393134,0.4140662031067792,0.11877723544412677,0.5369086056723504,0.3287491740113986,0.2223787528116821,0.3287491740113986,0.12477603744762622,0.11877723544412677,0.18538378358393134,0.3287491740113986,0.14542411917736703,0.11057598061802815,0.11877723544412677,0.12477603744762622,0.27288522544944327,0.4140662031067792,0.11057598061802815,0.3287491740113986,0.11057598061802815,0.17240270649091355,0.11877723544412677,0.11057598061802815,0.14542411917736703,0.11057598061802815,0.18538378358393134,0.4140662031067792,0.5284403257062023,0.12477603744762622,0.5369086056723504,0.18538378358393134,0.17240270649091355,0.2223787528116821,0.14542411917736703,0.3585267239676808,0.17240270649091355,0.18538378358393134,0.4140662031067792,0.10344511382419169,0.14542411917736703,0.4140662031067792,0.27288522544944327,0.3287491740113986,0.3287491740113986,0.3585267239676808,0.14542411917736703,0.4140662031067792,0.10344511382419169,0.12477603744762622,0.11057598061802815,0.5369086056723504,0.3287491740113986,0.14542411917736703,0.5369086056723504,0.5284403257062023,0.11877723544412677,0.10344511382419169,0.27288522544944327,0.3585267239676808
31,22.771435047155155,0.17240270649091355,0.10344511382419169,0.5284403257062023,0.3585267239676808,0.12477603744762622,0.11057598061802815,0.2223787528116821,0.5284403257062023,0.1769047623828154,0.17240270649091355,0.27288522544944327,0.10344511382419169,0.5369086056723504,0.27288522544944327,0.14542411917736703,0.18538378358393134,0.5284403257062023,0.11877723544412677,0.3585267239676808,0.14542411917736703,0.2223787528116821,0.14542411917736703,0.5284403257062023,0.17240270649091355,0.1769047623828154,0.1769047623828154,0.12477603744762622,0.27288522544944327,0.12477603744762622,0.3287491740113986,0.4140662031067792,0.27288522544944327,0.12477603744762622,0.2223787528116821,0.14542411917736703,0.3287491740113986,0.5284403257062023,0.11877723544412677,0.27288522544944327,0.27288522544944327,0.3287491740113986,0.27288522544944327,0.11057598061802815,0.17240270649091355,0.18538378358393134,0.3287491740113986,0.17240270649091355,0.27288522544944327,0.27288522544944327,0.11877723544412677,0.2223787528116821,0.18538378358393134,0.10344511382419169,0.3287491740113986,0.11877723544412677,0.17240270649091355,0.2223787528116821,0.5284403257062023,0.3585267239676808,0.27288522544944327,0.14542411917736703,0.10344511382419169,0.2223787528116821,0.11877723544412677,0.3287491740113986,0.27288522544944327,0.5369086056723504,0.14542411917736703,0.11877723544412677,0.3287491740113986,0.1769047623828154,0.1769047623828154,0.12477603744762622,0.5369086056723504,0.5369086056723504,0.27288522544944327,0.1769047623828154,0.27288522544944327,0.5369086056723504,0.27288522544944327,0.5369086056723504,0.2223787528116821,0.5284403257062023,0.4140662031067792,0.18538378358393134,0.3585267239676808,0.5284403257062023,0.18538378358393134,0.11877723544412677,0.11057598061802815,0.3287491740113986,0.11057598061802815,0.3585267239676808,0.4140662031067792,0.11057598061802815,0.17240270649091355,0.12477603744762622,0.1769047623828154,0.27288522544944327,0.18538378358393134
42,0.7526925414537121,0.3287491740113986,0.3585267239676808,0.2223787528116821,0.2223787528116821,0.1769047623828154,0.3287491740113986,0.1769047623828154,0.4140662031067792,0.5369086056723504,0.5369086056723504,0.1769047623828154,0.17240270649091355,0.5369086056723504,0.10344511382419169,0.3287491740113986,0.5284403257062023,0.2223787528116821,0.14542411917736703,0.3287491740113986,0.3287491740113986,0.4140662031067792,0.1769047623828154,0.12477603744762622,0.3585267239676808,0.1769047623828154,0.2223787528116821,0.14542411917736703,0.3287491740113986,0.14542411917736703,0.10344511382419169,0.11877723544412677,0.12477603744762622,0.3287491740113986,0.27288522544944327,0.11877723544412677,0.14542411917736703,0.17240270649091355,0.18538378358393134,0.5284403257062023,0.1769047623828154,0.3585267239676808,0.11877723544412677,0.27288522544944327,0.27288522544944327,0.18538378358393134,0.5284403257062023,0.11057598061802815,0.4140662031067792,0.11877723544412677,0.2223787528116821,0.17240270649091355,0.5284403257062023,0.4140662031067792,0.2223787528116821,0.5369086056723504,0.2223787528116821,0.14542411917736703,0.14542411917736703,0.10344511382419169,0.27288522544944327,0.27288522544944327,0.2223787528116821,0.11057598061802815,0.3287491740113986,0.3287491740113986,0.3585267239676808,0.1769047623828154,0.11057598061802815,0.18538378358393134,0.3287491740113986,0.18538378358393134,0.11057598061802815,0.5369086056723504,0.14542411917736703,0.27288522544944327,0.27288522544944327,0.10344511382419169,0.12477603744762622,0.1769047623828154,0.3287491740113986,0.4140662031067792,0.5369086056723504,0.11057598061802815,0.11057598061802815,0.14542411917736703,0.11877723544412677,0.3585267239676808,0.17240270649091355,0.12477603744762622,0.10344511382419169,0.2223787528116821,0.10344511382419169,0.1769047623828154,0.27288522544944327,0.11877723544412677,0.3287491740113986,0.14542411917736703,0.3585267239676808,0.3287491740113986,0.11057598061802815
52,3.5246460663190295,0.4140662031067792,0.11057598061802815,0.4140662031067792,0.3585267239676808,0.3585267239676808,0.11057598061802815,0.5369086056723504,0.3585267239676808,0.11877723544412677,0.12477603744762622,0.18538378358393134,0.18538378358393134,0.5369086056723504,0.12477603744762622,0.27288522544944327,0.2223787528116821,0.2223787528116821,0.14542411917736703,0.2223787528116821,0.1769047623828154,0.12477603744762622,0.14542411917736703,0.10344511382419169,0.27288522544944327,0.11877723544412677,0.12477603744762622,0.18538378358393134,0.3287491740113986,0.1769047623828154,0.5284403257062023,0.1769047623828154,0.2223787528116821,0.14542411917736703,0.17240270649091355,0.5369086056723504,0.5284403257062023,0.3585267239676808,0.5284403257062023,0.3287491740113986,0.17240270649091355,0.10344511382419169,0.17240270649091355,0.12477603744762622,0.27288522544944327,0.1769047623828154,0.3585267239676808,0.27288522544944327,0.17240270649091355,0.3287491740113986,0.5284403257062023,0.18538378358393134,0.3585267239676808,0.3287491740113986,0.2223787528116821,0.3585267239676808,0.5284403257062023,0.10344511382419169,0.14542411917736703,0.5369086056723504,0.11057598061802815,0.5369086056723504,0.11877723544412677,0.10344511382419169,0.1769047623828154,0.18538378358393134,0.17240270649091355,0.10344511382419169,0.11057598061802815,0.11877723544412677,0.12477603744762622,0.5284403257062023,0.5284403257062023,0.1769047623828154,0.10344511382419169,0.5284403257062023,0.5284403257062023,0.18538378358393134,0.4140662031067792,0.10344511382419169,0.2223787528116821,0.11877723544412677,0.3287491740113986,0.2223787528116821,0.5284403257062023,0.10344511382419169,0.14542411917736703,0.3287491740113986,0.5369086056723504,0.18538378358393134,0.11877723544412677,0.5369086056723504,0.11057598061802815,0.4140662031067792,0.1769047623828154,0.18538378358393134,0.5369086056723504,0.14542411917736703,0.2223787528116821,0.1769047623828154,0.18538378358393134
71,57.08127330712195,0.11057598061802815,0.12477603744762622,0.5369086056723504,0.11877723544412677,0.2223787528116821,0.5284403257062023,0.3585267239676808,0.1769047623828154,0.5284403257062023,0.2223787528116821,0.27288522544944327,0.17240270649091355,0.11877723544412677,0.12477603744762622,0.3287491740113986,0.17240270649091355,0.4140662031067792,0.27288522544944327,0.3585267239676808,0.12477603744762622,0.2223787528116821,0.11057598061802815,0.5369086056723504,0.17240270649091355,0.2223787528116821,0.11057598061802815,0.3585267239676808,0.3287491740113986,0.2223787528116821,0.17240270649091355,0.17240270649091355,0.11057598061802815,0.14542411917736703,0.1769047623828154,0.17240270649091355,0.27288522544944327,0.27288522544944327,0.18538378358393134,0.14542411917736703,0.18538378358393134,0.5284403257062023,0.18538378358393134,0.11877723544412677,0.3585267239676808,0.12477603744762622,0.10344511382419169,0.27288522544944327,0.3585267239676808,0.11877723544412677,0.10344511382419169,0.14542411917736703,0.1769047623828154,0.10344511382419169,0.2223787528116821,0.14542411917736703,0.4140662031067792,0.18538378358393134,0.5369086056723504,0.4140662031067792,0.4140662031067792,0.11057598061802815,0.5284403257062023,0.11057598061802815,0.3585267239676808,0.5369086056723504,0.17240270649091355,0.4140662031067792,0.10344511382419169,0.3585267239676808,0.4140662031067792,0.17240270649091355,0.4140662031067792,0.11877723544412677,0.14542411917736703,0.11877723544412677,0.27288522544944327,0.11877723544412677,0.3287491740113986,0.17240270649091355,0.14542411917736703,0.5369086056723504,0.18538378358393134,0.11057598061802815,0.5284403257062023,0.5369086056723504,0.10344511382419169,0.10344511382419169,0.3585267239676808,0.18538378358393134,0.14542411917736703,0.3287491740113986,0.11057598061802815,0.10344511382419169,0.11877723544412677,0.11057598061802815,0.3287491740113986,0.17240270649091355,0.12477603744762622,0.5369086056723504,0.27288522544944327
76,10.298773871646866,0.3287491740113986,0.27288522544944327,0.3585267239676808,0.11877723544412677,0.17240270649091355,0.4140662031067792,0.11877723544412677,0.14542411917736703,0.11877723544412677,0.11877723544412677,0.2223787528116821,0.2223787528116821,0.17240270649091355,0.18538378358393134,0.17240270649091355,0.2223787528116821,0.5284403257062023,0.11877723544412677,0.11877723544412677,0.2223787528116821,0.14542411917736703,0.10344511382419169,0.10344511382419169,0.14542411917736703,0.18538378358393134,0.5369086056723504,0.12477603744762622,0.4140662031067792,0.18538378358393134,0.10344511382419169,0.4140662031067792,0.3287491740113986,0.1769047623828154,0.3287491740113986,0.10344511382419169,0.2223787528116821,0.5369086056723504,0.1769047623828154,0.14542411917736703,0.5369086056723504,0.1769047623828154,0.10344511382419169,0.5284403257062023,0.10344511382419169,0.4140662031067792,0.27288522544944327,0.14542411917736703,0.18538378358393134,0.14542411917736703,0.5369086056723504,0.14542411917736703,0.4140662031067792,0.11057598061802815,0.11877723544412677,0.4140662031067792,0.17240270649091355,0.3585267239676808,0.10344511382419169,0.14542411917736703,0.3585267239676808,0.12477603744762622,0.14542411917736703,0.14542411917736703,0.10344511382419169,0.12477603744762622,0.4140662031067792,0.3585267239676808,0.2223787528116821,0.3585267239676808,0.5369086056723504,0.14542411917736703,0.14542411917736703,0.3585267239676808,0.14542411917736703,0.5369086056723504,0.4140662031067792,0.11057598061802815,0.12477603744762622,0.12477603744762622,0.4140662031067792,0.17240270649091355,0.18538378358393134,0.5369086056723504,0.4140662031067792,0.1769047623828154,0.11877723544412677,0.3585267239676808,0.11057598061802815,0.4140662031067792,0.2223787528116821,0.11877723544412677,0.5369086056723504,0.4140662031067792,0.11057598061802815,0.3287491740113986,0.2223787528116821,0.4140662031067792,0.11057598061802815,0.12477603744762622,0.5284403257062023
96,16.208118927878093,0.11877723544412677,0.3585267239676808,0.3585267239676808,0.5369086056723504,0.3287491740113986,0.2223787528116821,0.4140662031067792,0.2223787528116821,0.3585267239676808,0.5284403257062023,0.3287491740113986,0.12477603744762622,0.11057598061802815,0.11877723544412677,0.4140662031067792,0.14542411917736703,0.4140662031067792,0.2223787528116821,0.3287491740113986,0.4140662031067792,0.27288522544944327,0.11057598061802815,0.3287491740113986,0.11057598061802815,0.2223787528116821,0.5284403257062023,0.5369086056723504,0.5369086056723504,0.27288522544944327,0.10344511382419169,0.3585267239676808,0.4140662031067792,0.4140662031067792,0.5284403257062023,0.5284403257062023,0.11057598061802815,0.27288522544944327,0.5284403257062023,0.5369086056723504,0.14542411917736703,0.3287491740113986,0.3585267239676808,0.11877723544412677,0.10344511382419169,0.18538378358393134,0.10344511382419169,0.12477603744762622,0.18538378358393134,0.5284403257062023,0.5369086056723504,0.10344511382419169,0.4140662031067792,0.18538378358393134,0.10344511382419169,0.4140662031067792,0.12477603744762622,0.27288522544944327,0.2223787528116821,0.27288522544944327,0.14542411917736703,0.3585267239676808,0.5369086056723504,0.12477603744762622,0.5284403257062023,0.1769047623828154,0.27288522544944327,0.5369086056723504,0.14542411917736703,0.18538378358393134,0.10344511382419169,0.11057598061802815,0.11057598061802815,0.5369086056723504,0.17240270649091355,0.5369086056723504,0.11877723544412677,0.11877723544412677,0.3585267239676808,0.27288522544944327,0.3585267239676808,0.14542411917736703,0.14542411917736703,0.27288522544944327,0.18538378358393134,0.14542411917736703,0.11057598061802815,0.5284403257062023,0.27288522544944327,0.1769047623828154,0.17240270649091355,0.18538378358393134,0.3287491740113986,0.4140662031067792,0.1769047623828154,0.18538378358393134,0.11057598061802815,0.5369086056723504,0.5284403257062023,0.11057598061802815,0.4140662031067792
131,6.207864287098848,0.11057598061802815,0.18538378358393134,0.18538378358393134,0.5284403257062023,0.10344511382419169,0.2223787528116821,0.14542411917736703,0.3585267239676808,0.3585267239676808,0.2223787528116821,0.3287491740113986,0.3287491740113986,0.5369086056723504,0.14542411917736703,0.2223787528116821,0.3585267239676808,0.18538378358393134,0.17240270649091355,0.5369086056723504,0.4140662031067792,0.5369086056723504,0.3287491740113986,0.11057598061802815,0.27288522544944327,0.5284403257062023,0.5369086056723504,0.12477603744762622,0.3287491740113986,0.2223787528116821,0.17240270649091355,0.11877723544412677,0.27288522544944327,0.10344511382419169,0.3287491740113986,0.5284403257062023,0.2223787528116821,0.11877723544412677,0.18538378358393134,0.11057598061802815,0.18538378358393134,0.5284403257062023,0.2223787528116821,0.5284403257062023,0.17240270649091355,0.27288522544944327,0.11057598061802815,0.17240270649091355,0.27288522544944327,0.5369086056723504,0.3287491740113986,0.3287491740113986,0.18538378358393134,0.14542411917736703,0.5284403257062023,0.1769047623828154,0.10344511382419169,0.5284403257062023,0.4140662031067792,0.18538378358393134,0.11057598061802815,0.5369086056723504,0.10344511382419169,0.1769047623828154,0.5369086056723504,0.27288522544944327,0.17240270649091355,0.17240270649091355,0.11877723544412677,0.14542411917736703,0.12477603744762622,0.12477603744762622,0.12477603744762622,0.2223787528116821,0.2223787528116821,0.2223787528116821,0.5284403257062023,0.1769047623828154,0.2223787528116821,0.5284403257062023,0.17240270649091355,0.4140662031067792,0.5369086056723504,0.5369086056723504,0.2223787528116821,0.3287491740113986,0.4140662031067792,0.27288522544944327,0.12477603744762622,0.4140662031067792,0.17240270649091355,0.17240270649091355,0.17240270649091355,0.17240270649091355,0.27288522544944327,0.2223787528116821,0.1769047623828154,0.10344511382419169,0.12477603744762622,0.2223787528116821,0.11057598061802815
137,2.745101745964276,0.1769047623828154,0.10344511382419169,0.3585267239676808,0.12477603744762622,0.2223787528116821,0.14542411917736703,0.14542411917736703,0.12477603744762622,0.5284403257062023,0.5284403257062023,0.17240270649091355,0.14542411917736703,0.3287491740113986,0.14542411917736703,0.5284403257062023,0.3287491740113986,0.14542411917736703,0.1769047623828154,0.14542411917736703,0.2223787528116821,0.5369086056723504,0.11057598061802815,0.11877723544412677,0.27288522544944327,0.11057598061802815,0.11877723544412677,0.11877723544412677,0.3585267239676808,0.11057598061802815,0.18538378358393134,0.12477603744762622,0.10344511382419169,0.1769047623828154,0.1769047623828154,0.10344511382419169,0.18538378358393134,0.10344511382419169,0.3287491740113986,0.11877723544412677,0.18538378358393134,0.18538378358393134,0.4140662031067792,0.11877723544412677,0.12477603744762622,0.2223787528116821,0.27288522544944327,0.3585267239676808,0.5284403257062023,0.10344511382419169,0.11057598061802815,0.18538378358393134,0.3585267239676808,0.4140662031067792,0.2223787528116821,0.17240270649091355,0.10344511382419169,0.27288522544944327,0.1769047623828154,0.11057598061802815,0.5284403257062023,0.5284403257062023,0.3287491740113986,0.3585267239676808,0.3585267239676808,0.4140662031067792,0.2223787528116821,0.5369086056723504,0.12477603744762622,0.27288522544944327,0.3585267239676808,0.11057598061802815,0.3585267239676808,0.14542411917736703,0.1769047623828154,0.14542411917736703,0.17240270649091355,0.12477603744762622,0.27288522544944327,0.5284403257062023,0.12477603744762622,0.11057598061802815,0.11877723544412677,0.11057598061802815,0.11057598061802815,0.10344511382419169,0.5284403257062023,0.5284403257062023,0.14542411917736703,0.27288522544944327,0.17240270649091355,0.17240270649091355,0.12477603744762622,0.27288522544944327,0.18538378358393134,0.10344511382419169,0.3287491740113986,0.18538378358393134,0.18538378358393134,0.17240270649091355,0.5284403257062023
194,55.98082032552099,0.18538378358393134,0.3287491740113986,0.4140662031067792,0.3287491740113986,0.12477603744762622,0.27288522544944327,0.5284403257062023,0.4140662031067792,0.11057598061802815,0.17240270649091355,0.12477603744762622,0.3585267239676808,0.1769047623828154,0.3287491740113986,0.3585267239676808,0.11877723544412677,0.14542411917736703,0.4140662031067792,0.5284403257062023,0.3585267239676808,0.3585267239676808,0.11057598061802815,0.18538378358393134,0.17240270649091355,0.18538378358393134,0.27288522544944327,0.11057598061802815,0.1769047623828154,0.5284403257062023,0.27288522544944327,0.11877723544412677,0.5369086056723504,0.5369086056723504,0.18538378358393134,0.27288522544944327,0.3287491740113986,0.5369086056723504,0.3585267239676808,0.12477603744762622,0.3287491740113986,0.5369086056723504,0.12477603744762622,0.5369086056723504,0.11057598061802815,0.14542411917736703,0.14542411917736703,0.27288522544944327,0.14542411917736703,0.18538378358393134,0.10344511382419169,0.14542411917736703,0.11877723544412677,0.11057598061802815,0.12477603744762622,0.5284403257062023,0.18538378358393134,0.27288522544944327,0.17240270649091355,0.5284403257062023,0.1769047623828154,0.11877723544412677,0.5369086056723504,0.12477603744762622,0.2223787528116821,0.10344511382419169,0.27288522544944327,0.12477603744762622,0.4140662031067792,0.11877723544412677,0.5369086056723504,0.3585267239676808,0.14542411917736703,0.5284403257062023,0.14542411917736703,0.2223787528116821,0.17240270649091355,0.10344511382419169,0.4140662031067792,0.4140662031067792,0.14542411917736703,0.11057598061802815,0.11057598061802815,0.11057598061802815,0.12477603744762622,0.3287491740113986,0.12477603744762622,0.4140662031067792,0.11877723544412677,0.1769047623828154,0.11877723544412677,0.17240270649091355,0.1769047623828154,0.14542411917736703,0.4140662031067792,0.5369086056723504,0.3287491740113986,0.1769047623828154,0.12477603744762622,0.3287491740113986,0.5369086056723504
